GRAND ST,BD,04/04/2017,20571
7 AV,BDE,04/04/2017,15841
47-50 STS ROCK,BDFM,04/04/2017,54029
42 ST-BRYANT PK,BDFM7,04/04/2017,36808
34 ST-HERALD SQ,BDFMNQRW,04/04/2017,108925
B'WAY-LAFAYETTE,BDFQ6,04/04/2017,18920
163 ST-AMSTERDM,C,04/04/2017,4505
23 ST,CE,04/04/2017,21309
SPRING ST,CE,04/04/2017,11241
5 AV/53 ST,EM,04/04/2017,25799
57 ST,F,04/04/2017,13486
EAST BROADWAY,F,04/04/2017,13482
LEXINGTON AV/63,F,04/04/2017,18839
DELANCEY/ESSEX,FJMZ,04/04/2017,23682
14 ST,FLM123,04/04/2017,15820
14 ST,FLM123,04/04/2017,15820
6 AV,FLM123,04/04/2017,5052
23 ST,FM,04/04/2017,27763
CANAL ST,JNQRZ6W,04/04/2017,41807
BOWERY,JZ,04/04/2017,2866
BROAD ST,JZ,04/04/2017,7391
CHAMBERS ST,JZ456,04/04/2017,11732
1 AV,L,04/04/2017,19266
3 AV,L,04/04/2017,5382
49 ST,NQRW,04/04/2017,21550
5 AV/59 ST,NQRW,04/04/2017,15582
57 ST-7 AV,NQRW,04/04/2017,30213
59 ST,NRW,04/04/2017,17179
8 ST-NYU,NRW,04/04/2017,14682
PRINCE ST,NRW,04/04/2017,11258
RECTOR ST,NRW,04/04/2017,6602
72 ST-2 AVE,Q,04/04/2017,27270
86 ST-2 AVE,Q,04/04/2017,22600
96 ST-2 AVE,Q,04/04/2017,16410
WHITEHALL S-FRY,R1W,04/04/2017,16623
CORTLANDT ST,RNW,04/04/2017,18830
103 ST,1,04/05/2017,12746
116 ST-COLUMBIA,1,04/05/2017,16214
125 ST,1,04/05/2017,7172
137 ST CITY COL,1,04/05/2017,15335
157 ST,1,04/05/2017,10787
18 ST,1,04/05/2017,7954
181 ST,1,04/05/2017,11936
191 ST,1,04/05/2017,8509
207 ST,1,04/05/2017,6633
215 ST,1,04/05/2017,2135
28 ST,1,04/05/2017,14314
50 ST,1,04/05/2017,21780
66 ST-LINCOLN,1,04/05/2017,21359
79 ST,1,04/05/2017,15326
86 ST,1,04/05/2017,18793
CANAL ST,1,04/05/2017,5856
CHRISTOPHER ST,1,04/05/2017,13360
DYCKMAN ST,1,04/05/2017,7106
HOUSTON ST,1,04/05/2017,15127
RECTOR ST,1,04/05/2017,9589
TWENTY THIRD ST,1,04/05/2017,9907
145 ST,3,04/05/2017,3619
HARLEM 148 ST,3,04/05/2017,3995
103 ST,6,04/05/2017,15067
110 ST,6,04/05/2017,11928
116 ST,6,04/05/2017,16206
23 ST,6,04/05/2017,30052
28 ST,6,04/05/2017,22354
33 ST,6,04/05/2017,29676
51 ST,6,04/05/2017,19519
51 ST,6,04/05/2017,19519
68ST-HUNTER CO,6,04/05/2017,24402
96 ST,6,04/05/2017,19833
ASTOR PL,6,04/05/2017,15464
SPRING ST,6,04/05/2017,9225
34 ST-HUDSON YD,7,04/05/2017,8866
116 ST,23,04/05/2017,11776
125 ST,23,04/05/2017,15651
135 ST,23,04/05/2017,14873
CENTRAL PK N110,23,04/05/2017,9340
BOWLING GREEN,45,04/05/2017,31714
WALL ST,45,04/05/2017,21643
72 ST,123,04/05/2017,37867
96 ST,123,04/05/2017,37865
CHAMBERS ST,123,04/05/2017,22860
125 ST,456,04/05/2017,29492
86 ST,456,04/05/2017,44267
TIMES SQ-42 ST,1237ACENQRSW,04/05/2017,73461
59 ST COLUMBUS,1ABCD,04/05/2017,14292
168 ST,1AC,04/05/2017,12980
SOUTH FERRY,1RW,04/05/2017,15658
FULTON ST,2345ACJZ,04/05/2017,62689
PARK PLACE,23ACE,04/05/2017,3802
GRD CNTRL-42 ST,4567S,04/05/2017,148748
BROOKLYN BRIDGE,456JZ,04/05/2017,22290
14 ST-UNION SQ,456LNQRW,04/05/2017,29549
59 ST,456NQRW,04/05/2017,41052
175 ST,A,04/05/2017,13334
181 ST,A,04/05/2017,11792
190 ST,A,04/05/2017,4934
DYCKMAN ST,A,04/05/2017,7155
INWOOD-207 ST,A,04/05/2017,9943
145 ST,ABCD,04/05/2017,24774
W 4 ST-WASH SQ,ABCDEFM,04/05/2017,38260
125 ST,ACBD,04/05/2017,28234
CANAL ST,ACE,04/05/2017,17494
CANAL ST,ACE,04/05/2017,17494
CHAMBERS ST,ACE23,04/05/2017,32644
14 ST,ACEL,04/05/2017,19084
42 ST-PORT AUTH,ACENQRS1237W,04/05/2017,97568
FULTON ST,ACJZ2345,04/05/2017,30552
103 ST,BC,04/05/2017,4779
116 ST,BC,04/05/2017,7400
135 ST,BC,04/05/2017,6147
72 ST,BC,04/05/2017,8870
81 ST-MUSEUM,BC,04/05/2017,12199
86 ST,BC,04/05/2017,11300
96 ST,BC,04/05/2017,10051
CATHEDRAL PKWY,BC,04/05/2017,7660
155 ST,BD,04/05/2017,4024
GRAND ST,BD,04/05/2017,22738
7 AV,BDE,04/05/2017,15520
47-50 STS ROCK,BDFM,04/05/2017,55280
42 ST-BRYANT PK,BDFM7,04/05/2017,39035
34 ST-HERALD SQ,BDFMNQRW,04/05/2017,116119
B'WAY-LAFAYETTE,BDFQ6,04/05/2017,20207
163 ST-AMSTERDM,C,04/05/2017,4634
23 ST,CE,04/05/2017,22288
SPRING ST,CE,04/05/2017,11300
5 AV/53 ST,EM,04/05/2017,25463
57 ST,F,04/05/2017,14392
EAST BROADWAY,F,04/05/2017,13735
LEXINGTON AV/63,F,04/05/2017,19371
DELANCEY/ESSEX,FJMZ,04/05/2017,24716
14 ST,FLM123,04/05/2017,16775
14 ST,FLM123,04/05/2017,16775
6 AV,FLM123,04/05/2017,5298
23 ST,FM,04/05/2017,28421
CANAL ST,JNQRZ6W,04/05/2017,45356
BOWERY,JZ,04/05/2017,3122
BROAD ST,JZ,04/05/2017,7511
CHAMBERS ST,JZ456,04/05/2017,11484
1 AV,L,04/05/2017,19354
3 AV,L,04/05/2017,5337
49 ST,NQRW,04/05/2017,22734
5 AV/59 ST,NQRW,04/05/2017,17078
57 ST-7 AV,NQRW,04/05/2017,31610
59 ST,NRW,04/05/2017,17663
8 ST-NYU,NRW,04/05/2017,15326
PRINCE ST,NRW,04/05/2017,12579
RECTOR ST,NRW,04/05/2017,7091
72 ST-2 AVE,Q,04/05/2017,27622
86 ST-2 AVE,Q,04/05/2017,23240
96 ST-2 AVE,Q,04/05/2017,17059
WHITEHALL S-FRY,R1W,04/05/2017,19122
CORTLANDT ST,RNW,04/05/2017,19045
103 ST,1,04/06/2017,13128
116 ST-COLUMBIA,1,04/06/2017,16219
125 ST,1,04/06/2017,6794
137 ST CITY COL,1,04/06/2017,14683
157 ST,1,04/06/2017,10408
18 ST,1,04/06/2017,8009
181 ST,1,04/06/2017,10849
191 ST,1,04/06/2017,8361
207 ST,1,04/06/2017,6008
215 ST,1,04/06/2017,1931
28 ST,1,04/06/2017,14848
50 ST,1,04/06/2017,21701
66 ST-LINCOLN,1,04/06/2017,23794
79 ST,1,04/06/2017,15642
86 ST,1,04/06/2017,18647
CANAL ST,1,04/06/2017,6033
CHRISTOPHER ST,1,04/06/2017,13109
DYCKMAN ST,1,04/06/2017,6663
HOUSTON ST,1,04/06/2017,15163
RECTOR ST,1,04/06/2017,9174
TWENTY THIRD ST,1,04/06/2017,10179
145 ST,3,04/06/2017,3430
HARLEM 148 ST,3,04/06/2017,3936
103 ST,6,04/06/2017,14608
110 ST,6,04/06/2017,11533
116 ST,6,04/06/2017,15492
23 ST,6,04/06/2017,30241
28 ST,6,04/06/2017,23267
33 ST,6,04/06/2017,30288
51 ST,6,04/06/2017,20004
51 ST,6,04/06/2017,20004
68ST-HUNTER CO,6,04/06/2017,26624
96 ST,6,04/06/2017,19658
ASTOR PL,6,04/06/2017,15187
SPRING ST,6,04/06/2017,8875
34 ST-HUDSON YD,7,04/06/2017,8434
116 ST,23,04/06/2017,11007
125 ST,23,04/06/2017,14079
135 ST,23,04/06/2017,14184
CENTRAL PK N110,23,04/06/2017,8727
BOWLING GREEN,45,04/06/2017,29407
WALL ST,45,04/06/2017,2016974
72 ST,123,04/06/2017,35653
96 ST,123,04/06/2017,35433
CHAMBERS ST,123,04/06/2017,21758
125 ST,456,04/06/2017,27009
86 ST,456,04/06/2017,42890
TIMES SQ-42 ST,1237ACENQRSW,04/06/2017,66731491
59 ST COLUMBUS,1ABCD,04/06/2017,14080
168 ST,1AC,04/06/2017,12589
SOUTH FERRY,1RW,04/06/2017,13741
FULTON ST,2345ACJZ,04/06/2017,64445
PARK PLACE,23ACE,04/06/2017,3250
GRD CNTRL-42 ST,4567S,04/06/2017,159102
BROOKLYN BRIDGE,456JZ,04/06/2017,18533
14 ST-UNION SQ,456LNQRW,04/06/2017,27669
59 ST,456NQRW,04/06/2017,39107
175 ST,A,04/06/2017,12644
181 ST,A,04/06/2017,11279
190 ST,A,04/06/2017,4499
DYCKMAN ST,A,04/06/2017,6756
INWOOD-207 ST,A,04/06/2017,9358
145 ST,ABCD,04/06/2017,23091
W 4 ST-WASH SQ,ABCDEFM,04/06/2017,35337
125 ST,ACBD,04/06/2017,25908
CANAL ST,ACE,04/06/2017,17104
CANAL ST,ACE,04/06/2017,17104
CHAMBERS ST,ACE23,04/06/2017,31216
14 ST,ACEL,04/06/2017,20051
42 ST-PORT AUTH,ACENQRS1237W,04/06/2017,103673
FULTON ST,ACJZ2345,04/06/2017,27051
103 ST,BC,04/06/2017,4632
116 ST,BC,04/06/2017,7110
135 ST,BC,04/06/2017,5926
72 ST,BC,04/06/2017,7981
81 ST-MUSEUM,BC,04/06/2017,16966
86 ST,BC,04/06/2017,10738
96 ST,BC,04/06/2017,9495
CATHEDRAL PKWY,BC,04/06/2017,7081
155 ST,BD,04/06/2017,3734
GRAND ST,BD,04/06/2017,19666
7 AV,BDE,04/06/2017,17060
47-50 STS ROCK,BDFM,04/06/2017,58008
