50 ST,1, 05/06/2017,9920
50 ST,1, 05/07/2017,9706
50 ST,1, 05/08/2017,21547
50 ST,1, 05/09/2017,22897
50 ST,1, 05/10/2017,22448
50 ST,1, 05/11/2017,21882
50 ST,1, 05/12/2017,21897
33 ST,6, 05/06/2017,12168
33 ST,6, 05/07/2017,10021
33 ST,6, 05/08/2017,27910
33 ST,6, 05/09/2017,29287
33 ST,6, 05/10/2017,29162
33 ST,6, 05/11/2017,29862
33 ST,6, 05/12/2017,27966
68ST-HUNTER CO,6, 05/06/2017,8911
68ST-HUNTER CO,6, 05/07/2017,6998
68ST-HUNTER CO,6, 05/08/2017,25664
68ST-HUNTER CO,6, 05/09/2017,26962
68ST-HUNTER CO,6, 05/10/2017,24492
68ST-HUNTER CO,6, 05/11/2017,26511
68ST-HUNTER CO,6, 05/12/2017,23750
77 ST,6, 05/06/2017,13584
77 ST,6, 05/07/2017,10335
77 ST,6, 05/08/2017,26033
77 ST,6, 05/09/2017,27340
77 ST,6, 05/10/2017,25540
77 ST,6, 05/11/2017,27551
77 ST,6, 05/12/2017,26696
96 ST,6, 05/06/2017,7963
96 ST,6, 05/07/2017,6470
96 ST,6, 05/08/2017,19050
96 ST,6, 05/09/2017,19799
96 ST,6, 05/10/2017,19703
96 ST,6, 05/11/2017,20039
96 ST,6, 05/12/2017,18713
WALL ST,23, 05/07/2017,6749
WALL ST,23, 05/08/2017,25286
WALL ST,23, 05/09/2017,26355
WALL ST,23, 05/10/2017,26042
WALL ST,23, 05/11/2017,26052
WALL ST,23, 05/12/2017,23654
BOWLING GREEN,45, 05/07/2017,18
BOWLING GREEN,45, 05/08/2017,30688
BOWLING GREEN,45, 05/09/2017,31616
BOWLING GREEN,45, 05/10/2017,30938
BOWLING GREEN,45, 05/11/2017,30789
BOWLING GREEN,45, 05/12/2017,29336
72 ST,123, 05/06/2017,25023
72 ST,123, 05/07/2017,21854
72 ST,123, 05/08/2017,35970
72 ST,123, 05/09/2017,37551
72 ST,123, 05/10/2017,37641
72 ST,123, 05/11/2017,37853
72 ST,123, 05/12/2017,37579
96 ST,123, 05/06/2017,24435
96 ST,123, 05/07/2017,21278
96 ST,123, 05/08/2017,35851
96 ST,123, 05/09/2017,37330
96 ST,123, 05/10/2017,37441
96 ST,123, 05/11/2017,38103
96 ST,123, 05/12/2017,37236
CHAMBERS ST,123, 05/07/2017,6750
CHAMBERS ST,123, 05/08/2017,21908
CHAMBERS ST,123, 05/09/2017,22763
CHAMBERS ST,123, 05/10/2017,22120
CHAMBERS ST,123, 05/11/2017,22514
CHAMBERS ST,123, 05/12/2017,21075
125 ST,456, 05/06/2017,15032
125 ST,456, 05/07/2017,11932
125 ST,456, 05/08/2017,28909
125 ST,456, 05/09/2017,29445
125 ST,456, 05/10/2017,29371
125 ST,456, 05/11/2017,29436
125 ST,456, 05/12/2017,29025
86 ST,456, 05/06/2017,21939
86 ST,456, 05/07/2017,17992
86 ST,456, 05/08/2017,41883
86 ST,456, 05/09/2017,43219
86 ST,456, 05/10/2017,44655
86 ST,456, 05/11/2017,43771
86 ST,456, 05/12/2017,44006
TIMES SQ-42 ST, 1237ACENQRSW, 05/07/2017,40856
TIMES SQ-42 ST, 1237ACENQRSW, 05/08/2017,81718
TIMES SQ-42 ST, 1237ACENQRSW, 05/09/2017,84211
TIMES SQ-42 ST, 1237ACENQRSW, 05/10/2017,87239
TIMES SQ-42 ST, 1237ACENQRSW, 05/11/2017,85742
TIMES SQ-42 ST, 1237ACENQRSW, 05/12/2017,84783
34 ST-PENN STA, 123ACE, 05/06/2017,26080
34 ST-PENN STA, 123ACE, 05/07/2017,24186
34 ST-PENN STA, 123ACE, 05/08/2017,50032
34 ST-PENN STA, 123ACE, 05/09/2017,51657
34 ST-PENN STA, 123ACE, 05/10/2017,52180
34 ST-PENN STA, 123ACE, 05/11/2017,52139
34 ST-PENN STA, 123ACE, 05/12/2017,49806
14 ST, 123FLM, 05/06/2017,16736
14 ST, 123FLM, 05/07/2017,14091
14 ST, 123FLM, 05/08/2017,20044
14 ST, 123FLM, 05/09/2017,21363
14 ST, 123FLM, 05/10/2017,21491
14 ST, 123FLM, 05/11/2017,21811
14 ST, 123FLM, 05/12/2017,21593
GRD CNTRL-42 ST, 4567S, 05/07/2017,38306
GRD CNTRL-42 ST, 4567S, 05/08/2017,142131
GRD CNTRL-42 ST, 4567S, 05/09/2017,147336
GRD CNTRL-42 ST, 4567S, 05/10/2017,147038
GRD CNTRL-42 ST, 4567S, 05/11/2017,147563
GRD CNTRL-42 ST, 4567S, 05/12/2017,139080
145 ST, ABCD, 05/06/2017,15818
145 ST, ABCD, 05/07/2017,12590
145 ST, ABCD, 05/08/2017,23714
145 ST, ABCD, 05/09/2017,24138
145 ST, ABCD, 05/10/2017,24579
145 ST, ABCD, 05/11/2017,24475
145 ST, ABCD, 05/12/2017,23559
59 ST COLUMBUS, ABCD1, 05/06/2017,35238
59 ST COLUMBUS, ABCD1, 05/07/2017,30263
59 ST COLUMBUS, ABCD1, 05/08/2017,63768
59 ST COLUMBUS, ABCD1, 05/09/2017,66372
59 ST COLUMBUS, ABCD1, 05/10/2017,67170
59 ST COLUMBUS, ABCD1, 05/11/2017,67889
59 ST COLUMBUS, ABCD1, 05/12/2017,62674
W 4 ST-WASH SQ, ABCDEFM, 05/06/2017,25400
W 4 ST-WASH SQ, ABCDEFM, 05/07/2017,22017
W 4 ST-WASH SQ, ABCDEFM, 05/08/2017,34669
W 4 ST-WASH SQ, ABCDEFM, 05/09/2017,36143
W 4 ST-WASH SQ, ABCDEFM, 05/10/2017,36969
W 4 ST-WASH SQ, ABCDEFM, 05/11/2017,37080
W 4 ST-WASH SQ, ABCDEFM, 05/12/2017,36739
125 ST, ACBD, 05/06/2017,18890
125 ST, ACBD, 05/07/2017,15602
125 ST, ACBD, 05/08/2017,26414
125 ST, ACBD, 05/09/2017,27233
125 ST, ACBD, 05/10/2017,27891
125 ST, ACBD, 05/11/2017,28435
125 ST, ACBD, 05/12/2017,28315
CHAMBERS ST, ACE23, 05/07/2017,7452
CHAMBERS ST, ACE23, 05/08/2017,31031
CHAMBERS ST, ACE23, 05/09/2017,32568
CHAMBERS ST, ACE23, 05/10/2017,32059
CHAMBERS ST, ACE23, 05/11/2017,31609
CHAMBERS ST, ACE23, 05/12/2017,28430
42 ST-PORT AUTH, ACENQRS1237W, 05/07/2017,46374
42 ST-PORT AUTH, ACENQRS1237W, 05/08/2017,93332
42 ST-PORT AUTH, ACENQRS1237W, 05/09/2017,94398
42 ST-PORT AUTH, ACENQRS1237W, 05/10/2017,94962
42 ST-PORT AUTH, ACENQRS1237W, 05/11/2017,94191
42 ST-PORT AUTH, ACENQRS1237W, 05/12/2017,91747
47-50 STS ROCK, BDFM, 05/07/2017,12057
47-50 STS ROCK, BDFM, 05/08/2017,52485
47-50 STS ROCK, BDFM, 05/09/2017,54574
47-50 STS ROCK, BDFM, 05/10/2017,54022
47-50 STS ROCK, BDFM, 05/11/2017,55532
47-50 STS ROCK, BDFM, 05/12/2017,53476
42 ST-BRYANT PK, BDFM7, 05/07/2017,10875
42 ST-BRYANT PK, BDFM7, 05/08/2017,36795
42 ST-BRYANT PK, BDFM7, 05/09/2017,37747
42 ST-BRYANT PK, BDFM7, 05/10/2017,39128
42 ST-BRYANT PK, BDFM7, 05/11/2017,39388
42 ST-BRYANT PK, BDFM7, 05/12/2017,38804
34 ST-HERALD SQ, BDFMNQRW, 05/07/2017,47483
34 ST-HERALD SQ, BDFMNQRW, 05/08/2017,108925
34 ST-HERALD SQ, BDFMNQRW, 05/09/2017,110020
34 ST-HERALD SQ, BDFMNQRW, 05/10/2017,113897
34 ST-HERALD SQ, BDFMNQRW, 05/11/2017,114161
34 ST-HERALD SQ, BDFMNQRW, 05/12/2017,115196
23 ST, CE, 05/06/2017,12739
23 ST, CE, 05/07/2017,9769
23 ST, CE, 05/08/2017,20948
23 ST, CE, 05/09/2017,22037
23 ST, CE, 05/10/2017,22190
23 ST, CE, 05/11/2017,22700
23 ST, CE, 05/12/2017,22426
5 AV/53 ST, EM, 05/07/2017,4848
5 AV/53 ST, EM, 05/08/2017,24481
5 AV/53 ST, EM, 05/09/2017,25904
5 AV/53 ST, EM, 05/10/2017,25699
5 AV/53 ST, EM, 05/11/2017,25920
5 AV/53 ST, EM, 05/12/2017,25393
LEXINGTON AV/53, EM6, 05/07/2017,9423
LEXINGTON AV/53, EM6, 05/08/2017,39064
LEXINGTON AV/53, EM6, 05/09/2017,41340
LEXINGTON AV/53, EM6, 05/10/2017,41062
LEXINGTON AV/53, EM6, 05/11/2017,41615
LEXINGTON AV/53, EM6, 05/12/2017,40406
23 ST, FM, 05/06/2017,5390
